year,day,hour,avg
2012,31,3,89.11111111
2012,31,4,92.625
2012,31,5,94.11111111
2012,31,6,93.14285714
2012,31,7,92
2012,31,8,92
2012,31,9,83.48769231
2012,31,10,66.11538462
2012,31,11,58.58923077
2012,31,12,53.74384615
2012,31,13,51.19230769
2012,31,14,50.75615385
2012,31,15,52.92307692
2012,31,16,55.82076923
2012,31,17,64.02538462
2012,31,18,71.64076923
2012,31,19,77.71846154
2012,31,20,82.7225
2012,31,21,84.77272727
2012,31,22,92.41
2012,31,23,91.83363636
2012,32,0,92.24272727
2012,32,1,90.733
2012,32,2,92.83363636
2012,32,3,91.22222222
2012,32,4,91.35375
2012,32,5,90.95875
2012,32,6,91.5
2012,32,7,92.66666667
2012,32,8,93.375
2012,32,9,90.05583333
2012,32,10,80.405
2012,32,11,73.17857143
2012,32,12,67.94071429
2012,32,13,63.73076923
2012,32,14,63.3475
2012,32,15,62.23583333
2012,32,16,64.63833333
2012,32,17,69.03846154
2012,32,18,78.15384615
2012,32,19,85.61083333
2012,32,20,90.18181818
2012,32,21,91.4
2012,32,22,89.66666667
2012,32,23,89
2012,33,0,89
2012,33,1,90.57142857
2012,33,2,91.28571429
2012,33,3,91.85714286
2012,33,4,89.2
2012,33,5,89.2
2012,33,6,88.25
2012,33,7,91.4
2012,33,8,89.25
2012,33,9,87.04166667
2012,33,10,77.75
2012,33,11,68.75
2012,33,12,62.095
2012,33,13,55.39285714
2012,33,14,50.67857143
2012,33,15,50.29714286
2012,33,16,54.11928571
2012,33,17,59.20285714
2012,33,18,70.53571429
2012,33,19,80.28571429
2012,33,20,85.71769231
2012,33,21,86.98583333
2012,33,22,88.75
2012,33,23,88.97
2012,34,0,87.51888889
2012,34,1,89.09222222
2012,34,2,85.28571429
2012,34,3,85.16666667
2012,34,4,90.14285714
2012,34,5,89.71428571
2012,34,6,91.85714286
2012,34,7,88.75
2012,34,8,91.14285714
2012,34,9,85.16714286
2012,34,10,70.655
2012,34,11,63.88071429
2012,34,12,55.94071429
2012,34,13,48.98857143
2012,34,14,42.96153846
2012,34,15,42.94846154
2012,34,16,43.01307692
2012,34,17,47.55153846
2012,34,18,56.76923077
2012,34,19,68.34615385
2012,34,20,77.77357143
2012,34,21,80.2225
2012,34,22,80.58333333
2012,34,23,83.23583333
2012,35,0,83.25727273
2012,35,1,83.1
2012,35,2,85.5
2012,35,3,83
2012,35,4,82.33333333
2012,35,5,78.25
2012,35,6,73.66666667
2012,35,7,76.33333333
2012,35,8,86
2012,35,9,78.46153846
2012,35,10,65.16642857
2012,35,11,55.64285714
2012,35,12,50.10714286
2012,35,13,44.79785714
2012,35,14,37.18
2012,35,15,34.74272727
2012,35,16,34.83363636
2012,35,17,38.91666667
2012,35,18,51.5
2012,35,19,66.60230769
2012,35,20,73.53846154
2012,35,21,77.60230769
2012,35,22,81.43615385
2012,35,23,83.25615385
2012,36,0,83.75
2012,36,1,84.72727273
2012,36,2,84.33333333
2012,36,3,86.4
2012,36,4,87.11111111
2012,36,5,83.5
2012,36,6,80
2012,36,7,81.75
2012,36,8,89.5
2012,36,9,76.84571429
2012,36,10,62.55928571
2012,36,11,54.26214286
2012,36,12,45.47642857
2012,36,13,40.11928571
2012,36,14,31.98583333
2012,36,15,29.85
2012,36,16,34.65181818
2012,36,17,30.5
2012,36,18,43.83333333
2012,36,19,58.02615385
2012,36,20,63.98769231
2012,36,21,69.5
2012,36,22,73.21769231
2012,36,23,77
2012,37,0,77.81916667
2012,37,1,79.08333333
2012,37,2,82.94416667
2012,37,3,80.11111111
2012,37,4,81.77777778
2012,37,5,85
2012,37,6,80.28571429
2012,37,7,86.875
2012,37,8,85.45454545
2012,37,9,71.66714286
2012,37,10,55.21428571
2012,37,11,46.10714286
2012,37,12,40.92307692
2012,37,13,34.98692308
2012,37,14,32.7225
2012,37,15,25.39363636
2012,37,16,27.133
2012,37,17,29.125
2012,37,18,43.04166667
2012,37,19,53.23583333
2012,37,20,62.60230769
2012,37,21,66.85846154
2012,37,22,67.16666667
2012,37,23,72.16666667
2012,38,0,76.20833333
2012,38,1,81.09222222
2012,38,2,82.75888889
2012,38,3,83.375
2012,38,4,81
2012,38,5,80.5
2012,38,6,79.42857143
2012,38,7,83.57142857
2012,38,8,82.24272727
2012,38,9,68.98785714
2012,38,10,49.88071429
2012,38,11,40.45214286
2012,38,12,36.10714286
2012,38,13,32.25
2012,38,14,31.11083333
2012,38,15,31.217
2012,38,16,23.36363636
2012,38,17,25.38833333
2012,38,18,38.39769231
2012,38,19,54.28153846
2012,38,20,62.42857143
2012,38,21,67.59571429
2012,38,22,70.07692308
2012,38,23,72.95833333
2012,39,0,79.83363636
2012,39,1,83.0975
2012,39,2,85.07545455
2012,39,3,87.12090909
2012,39,4,88.88888889
2012,39,5,80.92555556
2012,39,6,84.77777778
2012,39,7,83
2012,39,8,83.43909091
2012,39,9,68.21428571
2012,39,10,50.77357143
2012,39,11,40.83384615
2012,39,12,37.82076923
2012,39,13,32.28153846
2012,39,14,28.29538462
2012,39,15,29.45454545
2012,39,16,27.83333333
2012,39,17,31.52538462
2012,39,18,42.08333333
2012,39,19,55.5975
2012,39,20,61.75
2012,39,21,65.6525
2012,39,22,66.80583333
2012,39,23,71.83333333
2012,40,0,73.81916667
2012,40,1,75.2225
2012,40,2,77.94416667
2012,40,3,78.09090909
2012,40,4,82.63636364
2012,40,5,81.22222222
2012,40,6,83.5
2012,40,7,84.75
2012,40,8,83.95454545
2012,40,9,68.63071429
2012,40,10,52.04714286
2012,40,11,41.22571429
2012,40,12,33.64076923
2012,40,13,31.533
2012,40,14,33.125
2012,40,15,33.85714286
2012,40,16,32.97875
2012,40,17,25.467
2012,40,18,37.08333333
2012,40,19,51.28818182
2012,40,20,58.93615385
2012,40,21,57.86083333
2012,40,22,66.89769231
2012,40,23,67.0975
2012,41,0,70.3475
2012,41,1,73.28230769
2012,41,2,79.58333333
2012,41,3,78.7
2012,41,4,77.63636364
2012,41,5,80.5
2012,41,6,81
2012,41,7,83.22222222
2012,41,8,84.70538462
2012,41,9,66.08357143
2012,41,10,48.46428571
2012,41,11,39.63071429
2012,41,12,33.59571429
2012,41,13,28.97384615
2012,41,14,30.78818182
2012,41,15,30.15181818
2012,41,16,29.83333333
2012,41,17,26.267
2012,41,18,39.44416667
2012,41,19,49.96153846
2012,41,20,60.51142857
2012,41,21,62.58285714
2012,41,22,64.89769231
2012,41,23,67.71769231
2012,42,0,71.20538462
2012,42,1,74.75615385
2012,42,2,78.30769231
2012,42,3,79.27272727
2012,42,4,82.45454545
2012,42,5,83.6
2012,42,6,84.66666667
2012,42,7,87.66666667
2012,42,8,86.38916667
2012,42,9,69.05928571
2012,42,10,53
2012,42,11,44.64285714
2012,42,12,37.04785714
2012,42,13,32.13142857
2012,42,14,30.25615385
2012,42,15,31.51333333
2012,42,16,27.54545455
2012,42,17,30.2775
2012,42,18,44.16615385
2012,42,19,55.46153846
2012,42,20,63.77357143
2012,42,21,63.64076923
2012,42,22,68.05153846
2012,42,23,70.24384615
2012,43,0,73.03846154
2012,43,1,75.78230769
2012,43,2,77.83333333
2012,43,3,80.08333333
2012,43,4,79.63636364
2012,43,5,83.81818182
2012,43,6,83.7
2012,43,7,84.33333333
2012,43,8,86.08333333
2012,43,9,69.25
2012,43,10,55.89285714
2012,43,11,45.48785714
2012,43,12,42.63142857
2012,43,13,38.45285714
2012,43,14,35.01214286
2012,43,15,27.98692308
2012,43,16,28.33307692
2012,43,17,30.48583333
2012,43,18,42.83333333
2012,43,19,53.2775
2012,43,20,61.62846154
2012,43,21,66.5
2012,43,22,67.75
2012,43,23,72.0975
2012,44,0,78.80272727
2012,44,1,82.48454545
2012,44,2,84.3
2012,44,3,77.88888889
2012,44,4,77.25
2012,44,5,82.11111111
2012,44,6,79.14285714
2012,44,7,82.28571429
2012,44,8,83.74272727
2012,44,9,69.38071429
2012,44,10,51
2012,44,11,43.095
2012,44,12,36.89285714
2012,44,13,31.655
2012,44,14,29.20833333
2012,44,15,31
2012,44,16,35
2012,44,17,32.59090909
2012,44,18,36.22727273
2012,44,19,49.36363636
2012,44,20,58.40428571
2012,44,21,61.73785714
2012,44,22,62.91
2012,44,23,66.34615385
2012,45,0,70.83307692
2012,45,1,79
2012,45,2,83.83363636
2012,45,3,82.83363636
2012,45,4,78
2012,45,5,82.367
2012,45,6,82.90777778
2012,45,7,83.5
2012,45,8,84.20833333
2012,45,9,67.26214286
2012,45,10,49.20214286
2012,45,11,41.97642857
2012,45,12,34.41642857
2012,45,13,31.04545455
2012,45,14,30.96222222
2012,45,15,31.625
2012,45,16,35.445
2012,45,17,24.33333333
2012,45,18,35.06916667
2012,45,19,48.875
2012,45,20,58.14153846
2012,45,21,62.96153846
2012,45,22,64.26416667
2012,45,23,67.16666667
2012,46,0,75.60636364
2012,46,1,78
2012,46,2,80.63916667
2012,46,3,83.94416667
2012,46,4,84.78818182
2012,46,5,83.20333333
2012,46,6,86.92555556
2012,46,7,81.59222222
2012,46,8,81.5975
2012,46,9,68.39285714
2012,46,10,48.72571429
2012,46,11,39.82142857
2012,46,12,33.6525
2012,46,13,31.98692308
2012,46,14,31.21181818
2012,46,15,30.45454545
2012,46,16,32.15181818
2012,46,17,34.04166667
2012,46,18,46.06384615
2012,46,19,59.17923077
2012,46,20,64.43615385
2012,46,21,65.16615385
2012,46,22,67.82076923
2012,46,23,71.46153846
2012,47,0,77.10636364
2012,47,1,79.63916667
2012,47,2,81.01416667
2012,47,3,85.48583333
2012,47,4,85.767
2012,47,5,79.72727273
2012,47,6,82.133
2012,47,7,81.88888889
2012,47,8,84.29166667
2012,47,9,69.44071429
2012,47,10,51.77357143
2012,47,11,41.77357143
2012,47,12,36.08285714
2012,47,13,33.21769231
2012,47,14,30.8475
2012,47,15,30
2012,47,16,32.71181818
2012,47,17,34.84615385
2012,47,18,47.77357143
2012,47,19,60.98857143
2012,47,20,66.73857143
2012,47,21,69.88071429
2012,47,22,73.52357143
2012,47,23,73.94071429
2012,48,0,74.17923077
2012,48,1,75.16692308
2012,48,2,78.10230769
2012,48,3,79.23583333
2012,48,4,80.0975
2012,48,5,82.76416667
2012,48,6,84.86363636
2012,48,7,84.12090909
